LangID	Name
kby	Manga Kanuri
kbz	Duhwa
kca	Khanty
kcb	Kawacha
kcc	Lubila
kcd	Kanum, Ngkâlmpw
kcd	Ngkâlmpw Kanum
kce	Kaivi
kcf	Ukaan
kcg	Tyap
kch	Vono
kci	Kamantan
kcj	Kobiana
kck	Kalanga
kcl	Kala
kcl	Kela (Papua New Guinea)
kcm	Gula
kcm	Gula (Central African Republic)
kcn	Nubi
kco	Kinalakna
kcp	Kanga
kcq	Kamo
kcr	Katla
kcs	Koenoem
kct	Kaian
kcu	Kami (Tanzania)
kcv	Kete
kcw	Kabwari
kcx	Kachama-Ganjule
kcy	Korandje
kcz	Konongo
kda	Worimi
kdc	Kutu
kdd	Yankunytjatjara
kde	Makonde
kdf	Mamusi
kdg	Seba
kdh	Tem
kdi	Kumam
kdj	Karamojong
kdj	Ng’akarimojong
kdk	Kwényi
kdk	Numèè
kdl	Tsikimba
kdm	Kagoma
kdn	Kunda
kdp	Kaningdon-Nindem
kdp	Nikyob-Nindem
kdq	Koch
kdr	Karaim
kdt	Kuy
kdu	Kadaru
kdw	Koneraw
kdx	Kam
kdy	Keder
kdy	Keijar
kdz	Kwaja
kea	Cape Verdean Creole
kea	Kabuverdianu
keb	Kélé
kec	Keiga
ked	Kerewe
kee	Eastern Keres
kee	Keres, Eastern
kef	Kpessi
keg	Tese
keh	Keak
kei	Kei
kej	Kadar
kek	Kekchí
kek	Qeqchi
kek	Q’eqchi’
kel	Kela
kel	Kela (Democratic Republic of Congo)
kem	Kemak
ken	Kenyang
keo	Kakwa
kep	Kaikadi
keq	Kamar
ker	Kera
kes	Kugbo
ket	Ket
keu	Akebu
kev	Kanikkaran
kew	Kewa, West
kew	West Kewa
kex	Kukna
key	Kupia
kez	Kukele
kfa	Coorgi-Cox
kfa	Kodava
kfa	Kodava Konkani
kfb	Kolami, Northwestern
kfb	Northwestern Kolami
kfc	Konda-Dora
kfd	Koraga, Korra
kfd	Korra Koraga
kfe	Kota (India)
kff	Koya
kfg	Kudiya
kfh	Kurichiya
kfi	Kannada Kurumba
kfi	Kurumba, Kannada
kfj	Kemiehua
kfk	Kinnauri
kfl	Kung
kfm	Khunsari
kfn	Kuk
kfo	Koro (Côte d'Ivoire)
kfp	Korwa
kfq	Korku
kfr	Kachchi
kfr	Kutchi
kfs	Bilaspuri
kft	Kanjari
kfu	Katkari
kfv	Kurmukar
kfw	Kharam Naga
kfw	Naga, Kharam
kfx	Kullu Pahari
kfx	Kulvi
kfx	Pahari, Kullu
kfy	Kumaoni
kfz	Koromfé
kga	Koyaga
kgb	Kawe
kgc	Kasseng
kgd	Kataang
kge	Komering
kgf	Kube
kgg	Kusunda
kgi	Selangor Sign Language
kgj	Gamale Kham
kgj	Kham, Gamale
kgk	Kaiwá
kgl	Kunggari
kgm	Karipúna
kgn	Karingani
kgo	Krongo
kgp	Kaingang
kgq	Kamoro
kgr	Abun
kgs	Kumbainggar
kgt	Somyev
kgu	Kobol
kgv	Karas
kgw	Karon Dori
kgx	Kamaru
kgy	Kyerung
kha	Khasi
khb	Lü
khb	New Tai Lue
khb	Tai Lü
khc	Tukang Besi North
khd	Bädi Kanum
khd	Kanum, Bädi
khe	Korowai
khf	Khuen
khg	Khams Tibetan
khg	Tibetan, Khams
khh	Kehu
khj	Kuturmi
khk	Halh Mongolian
khk	Mongolian, Halh
khl	Lusi
khm	Central Khmer
khm	Khmer, Central
khn	Khandesi
kho	Khotanese
kho	Sakan
khp	Kapauri
khp	Kapori
khq	Koyra Chiini Songhay
khq	Songhay, Koyra Chiini
khr	Kharia
khs	Kasua
kht	Khamti
khu	Nkhumbi
khu	Nkumbi
khv	Khvarshi
khv	Khwarshi
khw	Khowar
khx	Kanu
khy	Kele (Democratic Republic of Congo)
khz	Keapara
kia	Kim
kib	Koalib
kic	Kickapoo
kid	Koshin
kie	Kibet
kif	Eastern Parbate Kham
kif	Kham, Eastern Parbate
kig	Kimaama
kig	Kimaghima
kih	Kilmeri
kii	Kitsai
kij	Kilivila
kik	Gikuyu
kik	Kikuyu
kil	Kariya
kim	Karagas
kim	Tofa
kin	Kinyarwanda
kin	Rwanda
kio	Kiowa
kip	Kham, Sheshi
kip	Sheshi Kham
kiq	Kosadle
kiq	Kosare
kir	Kirghiz
kir	Kyrgyz
kis	Kis
kit	Agob
kiu	Kirmanjki (individual language)
kiu	Zazaki, Northern
kiv	Kimbu
kiw	Kiwai, Northeast
kiw	Northeast Kiwai
kix	Khiamniungan Naga
kix	Naga, Khiamniungan
kiy	Kirikiri
kiz	Kisi
kja	Mlap
kjb	Kanjobal
kjb	Q'anjob'al
kjb	Q’anjob’al
kjc	Coastal Konjo
kjc	Konjo, Coastal
kjd	Kiwai, Southern
kjd	Southern Kiwai
kje	Kisar
kjf	Khalaj
kjg	Khmu
kjh	Chakassisch
kjh	Khakas
kji	Zabana
kjj	Khinalug
kjj	Khinalugh
kjk	Highland Konjo
kjk	Konjo, Highland
kjl	Kham, Western Parbate
kjl	Western Parbate Kham
kjm	Kháng
kjn	Kunjen
kjo	Harijan Kinnauri
kjo	Kinnauri, Harijan
kjo	Kinnauri, Pahari
kjp	Karen, Pwo Eastern
kjp	Pwo Eastern Karen
kjq	Keres, Western
kjq	Western Keres
kjr	Kurudu
kjs	East Kewa
kjs	Kewa, East
kjt	Karen, Phrae Pwo
kjt	Phrae Pwo Karen
kju	Kashaya
kjv	Kaikavian Literary Language
kjx	Ramopa
kjy	Erave
kjz	Bumthangkha
kka	Kakanda
kkb	Kwerisa
kkc	Odoodee
kkd	Kinuku
kke	Kakabe
kkf	Kalaktang Monpa
kkf	Monpa, Kalaktang
kkg	Kalinga, Mabaka Valley
kkg	Mabaka Valley Kalinga
kkh	Khün
kki	Kagulu
kkj	Kako
kkk	Kokota
kkl	Kosarek Yale
kkl	Yale, Kosarek
kkm	Kiong
kkn	Kon Keu
kko	Karko
kkp	Gugubera
kkq	Kaiku
kkr	Kir-Balar
kks	Giiwo
kkt	Koi
kku	Tumi
kkv	Kangean
kkw	Teke-Kukuya
kkx	Kohin
kky	Guguyimidjir
kkz	Kaska
kla	Klamath
kla	Klamath-Modoc
klb	Kiliwa
klc	Kolbila
kld	Gamilaraay
kle	Kulung
kle	Kulung (Nepal)
klf	Kendeje
klg	Tagakaulo
klh	Weliki
kli	Kalumpang
klj	Khalaj, Turkic
klj	Turkic Khalaj
klk	Kono (Nigeria)
kll	Kagan Kalagan
kll	Kalagan, Kagan
klm	Migum
kln	Kalenjin
klo	Kapya
klp	Kamasa
klq	Rumu
klr	Khaling
kls	Kalasha
klt	Nukna
klu	Klao
klv	Maskelynes
klw	Lindu
klx	Koluwawa
kly	Kalao
klz	Kabola
kma	Konni
kmb	Kimbundu
kmc	Dong, Southern
kmc	Southern Dong
kmd	Kalinga, Majukayang
kmd	Majukayang Kalinga
kme	Bakole
kmf	Kare
kmf	Kare (Papua New Guinea)
kmg	Kâte
kmh	Kalam
kmi	Kami
kmi	Kami (Nigeria)
kmj	Kumarbhag Paharia
kmk	Kalinga, Limos
kmk	Limos Kalinga
kml	Kalinga, Tanudan
kml	Tanudan Kalinga
kmm	Kom
kmm	Kom (India)
kmn	Awtuw
kmo	Kwoma
kmp	Gimme
kmq	Kwama
kmr	Kurdish, Northern
kmr	Northern Kurdish
kms	Kamasau
kmt	Kemtuik
kmu	Kanite
kmv	Creole French, Karipúna
kmv	Karipuna Creole French
kmv	Karipúna Creole French
kmw	Komo (Democratic Republic of Congo)
kmx	Waboda
kmy	Koma
kmz	Khorasani Turkish
kna	Dera
kna	Dera (Nigeria)
knb	Kalinga, Lubuagan
knb	Lubuagan Kalinga
knc	Central Kanuri
knc	Kanuri, Central
knd	Konda
kne	Kankanaey
knf	Mankanya
kng	Koongo
kni	Kanufi
knj	Akateko
knj	Kanjobal, Western
knj	Western Kanjobal
knk	Kuranko
knl	Keninjal
knm	Kanamarí
knn	Konkani
knn	Konkani (individual language)
kno	Kono (Sierra Leone)
knp	Kwanja
knq	Kintaq
knr	Kaningra
kns	Kensiu
knt	Katukína, Panoan
knt	Panoan Katukína
knu	Kono
knu	Kono (Guinea)
knv	Tabo
knw	Kung-Ekoka
knx	Kendayan
knx	Salako
kny	Kanyok
knz	Kalamsé
koa	Konomala
koc	Kpati
kod	Kodi
koe	Kacipo-Balesi
kof	Kubi
kog	Cogui
kog	Kogi
koh	Koyo
koi	Komi-Permyak
kok	Konkani (macrolanguage)
kol	Kol (Papua New Guinea)
kom	Komi
kom	Old Permic
kon	Kongo
koo	Konzo
kop	Waube
koq	Kota
koq	Kota (Gabon)
kor	Korean
kor	Korean (Hangeul)
kor	Korean (hanja)
kor	Koreanisch
kos	Kosraean
kot	Lagwan
kou	Koke
kov	Kudu-Camo
kow	Kugama
kox	Coxima
koy	Koyukon
koz	Korak
kpa	Kutto
kpb	Kurumba, Mullu
kpb	Mullu Kurumba
kpc	Curripaco
kpd	Koba
kpe	Kpelle
kpf	Komba
kpg	Kapingamarangi
kph	Kplang
kpi	Kofei
kpj	Karajá
kpk	Kpan
kpl	Kpala
kpm	Koho
kpn	Kepkiriwát
kpo	Ikposo
kpq	Korupun-Sela
kpr	Korafe-Yegha
kps	Tehit
kpt	Karata
kpu	Kafoa
kpv	Komi-Zyrian
kpw	Kobon
kpx	Koiali, Mountain
kpx	Mountain Koiali
kpy	Koryak
kpz	Kupsabiny
kpz	Kupsapiiny
kqa	Mum
kqb	Kovai
kqc	Doromu-Koki
kqd	Koy Sanjaq Surat
kqe	Kalagan
kqf	Kakabai
kqg	Khe
kqh	Kisankasa
kqi	Koitabu
kqj	Koromira
kqk	Gbe, Kotafon
kqk	Kotafon Gbe
kql	Kyenele
kqm	Khisa
kqn	Kaonde
kqo	Eastern Krahn
kqo	Krahn, Eastern
kqp	Kimré
kqq	Krenak
kqr	Kimaragang
kqs	Kissi, Northern
kqs	Northern Kissi
kqt	Kadazan, Klias River
kqt	Klias River Kadazan
kqu	Seroa
kqv	Okolod
kqw	Kandas
kqx	Mser
kqy	Koorete
kqz	Korana
kra	Kumhali
krb	Karkin
krc	Balkar
krc	Karachay-Balkar
krd	Kairui-Midiki
kre	Panará
krf	Koro (Vanuatu)
krh	Kurama
kri	Krio
krj	Kinaray-A
krj	Kinaray-a
krk	Kerek
krl	Karelian
krm	Krim
krn	Sapo
krp	Korop
krr	Kru'ng 2
krr	Kru’ng 2
krs	Gbaya
krs	Gbaya (Sudan)
krt	Kanuri, Tumari
krt	Tumari Kanuri
kru	Kurukh
kru	Kurux
krv	Kavet
krw	Krahn, Western
krw	Western Krahn
krx	Karon
kry	Kryts
krz	Kanum, Sota
krz	Sota Kanum
ksa	Shuwa-Zamani
ksb	Shambala
ksc	Kalinga, Southern
ksc	Southern Kalinga
ksd	Kuanua
kse	Kuni
ksf	Bafia
ksg	Kusaghe
ksh	Kölsch
ksi	I'saka
ksi	Isaka
ksi	Krisa
ksj	Uare
ksk	Kansa
ksl	Kumalu
ksm	Kumba
ksn	Kasiguranin
kso	Kofa
ksp	Kaba
ksp	Kabba
ksq	Kwaami
ksr	Borong
kss	Kisi, Southern
kss	Southern Kisi
kst	Winyé
ksu	Khamyang
ksv	Kusu
ksw	Karen, S'gaw
ksw	Karen, S’gaw
ksw	S'gaw Karen
ksx	Kedang
ksy	Kharia Thar
ksz	Kodaku
kta	Katua
ktb	Kambaata
ktc	Kholok
ktd	Kokata
kte	Nubri
ktf	Kwami
ktg	Kalkutung
kth	Karanga
kti	Muyu, North
kti	North Muyu
ktj	Krumen, Plapo
ktj	Plapo Krumen
ktk	Kaniet
ktl	Koroshi
ktm	Kurti
ktn	Karitiâna
kto	Kuot
ktp	Kaduo
ktq	Katabaga
ktr	Kota Marudu Tinagas
kts	Muyu, South
kts	South Muyu
ktt	Ketum
ktu	Kituba (Democratic Republic of Congo)
ktv	Eastern Katu
ktv	Katu, Eastern
ktw	Kato
ktx	Kaxararí
kty	Kango (Bas-Uélé District)
ktz	Ju/'hoan
ktz	Ju|’hoan
ktz	Juǀʼhoan
kua	Kuanyama
kua	Kwanyama
kua	Oshiwambo
kub	Kutep
kuc	Kwinsu
kud	'Auhelawa
kud	’Auhelawa
kue	Kuman
kue	Kuman (Papua New Guinea)
kuf	Katu, Western
kuf	Western Katu
kug	Kupa
kuh	Kushi
kui	Kuikúro-Kalapálo
kuj	Kuria
kuk	Kepo'
kuk	Kepo’
kul	Kulere
kum	Kumyk
kum	Kumükisch
kun	Kunama
kuo	Kumukio
kup	Kunimaipa
kuq	Karipuna
kur	Kurdisch
kur	Kurdish
kus	Kusaal
kut	Kutenai
kuu	Kuskokwim, Upper
kuu	Upper Kuskokwim
kuv	Kur
kuw	Kpagua
kux	Kukatja
kuy	Kuuku-Ya'u
kuy	Kuuku-Ya’u
kuz	Gugadja/Kukatja
kuz	Kunza
kva	Bagvalal
kvb	Kubu
kvc	Kove
kvd	Kui (Indonesia)
kve	Kalabakan
kvf	Kabalai
kvg	Kuni-Boazi
kvh	Komodo
kvi	Kwang
kvj	Psikye
kvk	Korean Sign Language
kvl	Kayaw
kvm	Kendem
kvn	Border Kuna
kvn	Kuna, Border
kvo	Dobel
kvp	Kompane
kvq	Geba Karen
kvq	Karen, Geba
kvr	Kerinci
kvs	Kunggara
kvt	Karen, Lahta
kvt	Lahta
kvt	Lahta Karen
kvu	Karen, Yinbaw
kvu	Yinbaw
kvu	Yinbaw Karen
kvv	Kola
kvv	Kolam
kvw	Wersing
kvx	Koli, Parkari
kvx	Parkari Koli
kvy	Karen, Yintale
kvy	Yintale
kvy	Yintale Karen
kvz	Tsakwambo
kvz	Tsaukambo
kwa	Dâw
kwb	Kwa
kwc	Likwala
kwd	Kwaio
kwe	Kwerba
kwf	Kwara'ae
kwf	Kwara’ae
kwg	Kaba Démé, Sara
kwg	Sara Kaba Deme
kwh	Kowiai
kwi	Awa-Cuaiquer
kwj	Kwanga
kwk	Kwakiutl
kwl	Kofyar
kwm	Kwambi
kwn	Kwangali
kwo	Kwomtari
kwp	Kodia
kwr	Kwer
kws	Kwese
kwt	Kwesten
kwu	Kwakum
kwv	Kaba Naa, Sara
kwv	Sara Kaba Náà
kww	Kwinti
kwx	Khirwar
kwy	Kongo, San Salvador
kwy	San Salvador Kongo
kwz	Kwadi
kxa	Kairiru
kxb	Krobu
kxc	Khonso
kxc	Konso
kxd	Brunei
kxf	Karen, Manumanaw
kxf	Manumanaw
kxf	Manumanaw (Manu)
kxf	Manumanaw Karen
kxh	Karo
kxh	Karo (Ethiopia)
kxi	Keningau Murut
kxi	Murut, Keningau
kxj	Kulfa
kxk	Karen, Zayein
kxk	Zayein
kxk	Zayein Karen
kxl	Kurux, Nepali
kxl	Nepali Kurux
kxl	Nepali Kurux (Dhangar)
kxm	Khmer, Northern
kxm	Northern Khmer
kxn	Kanowit-Tanjong Melanau
kxn	Melanau, Kanowit-Tanjong
kxo	Kanoé
kxp	Koli, Wadiyara
kxp	Wadiyara Koli
kxq	Kanum, Smärky
kxq	Smärky Kanum
kxr	Koro
kxr	Koro (Papua New Guinea)
kxs	Kangjia
kxt	Koiwat
kxu	Kui
kxu	Kui (India)
kxv	Kuvi
kxw	Konai
kxx	Likuba
kxy	Kayong
kxz	Kerewo
kya	Kwaya
kyb	Butbut Kalinga
kyb	Kalinga, Butbut
kyc	Kyaka
kyd	Karey
kye	Krache
kyf	Kouya
kyg	Keyagana
kyh	Karok
kyh	Karuk
kyi	Kiput
kyj	Karao
kyk	Kamayo
kyl	Kalapuya
kym	Kpatili
kyn	Binukidnon, Northern
kyn	Northern Binukidnon
kyo	Kelon
kyo	Klon
kyp	Kang
kyq	Kenga
kyr	Kuruáya
kys	Baram Kayan
kys	Kayan, Baram
kyt	Kayagar
kyu	Kayah, Western
kyu	Western Kayah
kyv	Kayort
kyw	Kudmali
kyx	Rapoisi
kyy	Kambaira
kyz	Kayabí
kza	Karaboro, Western
kza	Western Karaboro
kzb	Kaibobo
kzc	Bondoukou Kulango
kzc	Kulango, Bondoukou
kzd	Kadai
kze	Kosena
kzf	Da'a Kaili
kzf	Kaili, Da'a
kzf	Kaili, Da’a
kzg	Kikai
kzi	Kelabit
kzj	Coastal Kadazan
kzj	Kadazan, Coastal
kzj	Kadazandusun
kzk	Kazukuru
kzl	Kayeli
kzm	Kais
kzn	Kokola
kzo	Kaningi
kzp	Kaidipang
kzq	Kaike
kzr	Karang
kzs	Dusun, Sugut
kzs	Sugut Dusun
kzt	Dusun, Tambunan
kzt	Tambunan Dusun
kzu	Kayupulau
kzv	Komyandaret
kzw	Karirí-Xocó
kzx	Kamarian
kzy	Kango
kzy	Kango (Tshopo District)
kzz	Kalabra
laa	Southern Subanen
laa	Subanen, Southern
lab	Linear A
lac	Lacandon
lad	Ladino
lae	Pattani
laf	Lafofa
lag	Langi
lah	Lahnda
lai	Chilambya
lai	Chisukwa
lai	Lambya
laj	Lango (Uganda)
lak	Laka (Nigeria)
lal	Lalia
lam	Lamba
lan	Laru
lao	Lao
lap	Laka
lap	Laka (Chad)
laq	Qabiao
lar	Larteh
las	Lama
las	Lama (Togo)
lat	Latein
lat	Latin
lau	Laba
lav	Latvian
lav	Lettisch
law	Lauje
lax	Tiwa
lay	Bai, Lama
lay	Lama Bai
laz	Aribwatsa
lba	Lui
lbb	Label
lbc	Lakkia
lbe	Lak
lbf	Tinani
lbg	Laopang
lbi	La'bi
lbi	La’bi
lbj	Ladakhi
lbk	Bontok, Central
lbk	Central Bontok
lbl	Bikol, Libon
lbl	Libon Bikol
lbm	Lodhi
lbn	Lamet
lbo	Laven
lbq	Wampar
lbr	Lohorung
lbs	Libyan Sign Language
lbt	Lachi
lbu	Labu
lbv	Lavatbura-Lamusong
lbw	Tolaki
lbx	Lawangan
lby	Lamu-Lamu
lbz	Lardil
lcc	Legenyem
lcd	Lola
lce	Loncong
lce	Sekak
lcf	Lubu
lch	Lucazi
lch	Luchazi
lcl	Lisela
lcm	Tungag
lcp	Lawa, Western
lcp	Western Lawa
lcq	Luhu
lcs	Lisabata-Nuniali
lda	Kla-Dan
ldb	Duya
ldb	Dũya
ldd	Luri
ldg	Lenyima
ldh	Lamja-Dengsa-Tola
ldi	Laari
ldj	Lemoro
ldk	Leelau
ldl	Kaan
ldm	Landoma
ldn	Láadan
ldo	Loo
ldp	Tso
ldq	Lufu
lea	Lega-Shabunda
leb	Lala-Bisa
lec	Leco
led	Lendu
lee	Lyélé
lef	Lelemi
leh	Lenje
lei	Lemio
lej	Lengola
lek	Leipon
lel	Lele (Democratic Republic of Congo)
lem	Nomaande
len	Lenca
leo	Leti (Cameroon)
lep	Lepcha
leq	Lembena
ler	Lenkau
les	Lese
let	Amio-Gelimi
let	Lesing-Gelimi
leu	Kara (Papua New Guinea)
lev	Lamma
lev	Pantar, Western
lew	Kaili, Ledo
lew	Ledo Kaili
lex	Luang
ley	Lemolang
lez	Lezghian
lez	Lezgi
lfa	Lefa
lfn	Lingua Franca Nova
lga	Lungga
lgb	Laghu
lgg	Lugbara
lgh	Laghuu
lgi	Lengilu
lgk	Lingarak
lgk	Neverver
lgl	Wala
lgm	Lega-Mwenga
lgn	Opuuo
lgq	Logba
lgr	Lengo
lgt	Pahi
lgu	Longgu
lgz	Ligenza
lha	Laha (Viet Nam)
lhh	Laha
lhh	Laha (Indonesia)
lhi	Lahu Shi
lhl	Lahul Lohar
lhl	Lohar, Lahul
lhm	Lhomi
lhn	Lahanan
lhp	Lhokpu
lhs	Mlahsö
lht	Lo-Toga
lhu	Lahu
lia	Limba, West-Central
lia	West-Central Limba
lib	Likum
lic	Hlai
lid	Nyindrou
lie	Likila
lif	Limbu
lig	Ligbi
lih	Lihir
lij	Ligurian
lik	Lika
lil	Lillooet
lim	Limburgan
lim	Limburger
lim	Limburgisch
lim	Limburgish
lin	Lingala
lio	Liki
lip	Sekpele
liq	Libido
lir	English, Liberian
lir	Liberian English
lis	Fraser
lis	Lisu
lit	Litauisch
lit	Lithuanian
liu	Logorik
liv	Liv
liv	Livonian
liw	Col
lix	Liabuku
liy	Banda-Bambari
liz	Libinza
lja	Golpa
lje	Rampi
lji	Laiyolo
ljl	Li'o
ljl	Li’o
ljp	Lampung
ljp	Lampung Api
ljw	Yirandali
ljx	Yuru
lka	Lakalei
lkb	Kabras
lkb	Lukabaras
lkc	Kucong
lkd	Lakondê
lke	Kenye
lke	Kenyi
lkh	Lakha
lki	Laki
lkj	Remun
lkl	Laeko-Libuat
lkm	Kalaamaya
lkn	Lakon
lkn	Vure
lko	Khayo
lko	Olukhayo
lkr	Päri
lks	Kisa
lks	Olushisa
lkt	Lakota
lku	Kungkari
lky	Lokoya
lla	Lala-Roba
llb	Lolo
llc	Lele (Guinea)
lld	Ladin
lle	Lele (Papua New Guinea)
llf	Hermit
llg	Lole
llh	Lamu
lli	Teke-Laali
llj	Ladji Ladji
llk	Lelak
lll	Lilau
llm	Lasalimu
lln	Lele
lln	Lele (Chad)
llo	Khlor
llp	Efate, North
llp	North Efate
llq	Lolak
lls	Lithuanian Sign Language
llu	Lau
llx	Lauan
lma	East Limba
lma	Limba, East
lmb	Merei
lmc	Limilngan
lmd	Lumun
lme	Pévé
lmf	Lembata, South
lmf	South Lembata
lmg	Lamogai
lmh	Lambichhong
lmh	Mugali
lmi	Lombi
lmj	Lembata, West
lmj	West Lembata
lmk	Lamkang
lml	Hano
lml	Raga
lmn	Lambadi
lmo	Lombard
lmp	Limbum
lmq	Lamatuka
lmr	Lamalera
lmu	Lamenu
lmv	Lomaiviti
lmw	Lake Miwok
lmw	Miwok, Lake
lmx	Laimbue
lmy	Lamboya
lmz	Lumbee
lna	Langbashe
lnb	Mbalanhu
lnd	Lun Bawang
lnd	Lundayeh
lng	Langobardic
lnh	Lanoh
lni	Daantanai'
lni	Daantanai’
lnj	Leningitij
lnl	Banda, South Central
lnl	South Central Banda
lnm	Langam
lnn	Lorediakarkar
lno	Lango
lno	Lango (Sudan)
lns	Lamnso'
lns	Lamnso’
lnu	Longuda
lnw	Lanima
lnz	Lonzo
loa	Loloda
lob	Lobi
loc	Inonhan
loe	Saluan
lof	Logol
log	Logo
loh	Narim
loi	Loma (Côte d'Ivoire)
loj	Lou
lok	Loko
lol	Mongo
lol	Mongo-Nkundu
lom	Loma
lom	Loma (Liberia)
lon	Lomwe, Malawi
lon	Malawi Lomwe
loo	Lombo
lop	Lopa
loq	Lobala
lor	Téén
los	Loniu
lot	Otuho
lou	Creole French, Louisiana
lou	Louisiana Creole
lou	Louisiana Creole French
lov	Lopi
low	Lobu, Tampias
low	Tampias Lobu
lox	Loun
loy	Loke
loz	Lozi
lpa	Lelepa
lpe	Lepki
lpn	Long Phuri Naga
lpn	Naga, Long Phuri
lpo	Lipo
lpx	Lopit
lra	Bakati’, Rara
lra	Rara Bakati'
lrc	Luri, Northern
lrc	Northern Luri
lre	Laurentian
lrg	Laragia
lri	Marachi
lri	Olumarachi
lrk	Loarki
lrl	Lari
lrm	Marama
lrm	Olumarama
lrn	Lorang
lro	Laro
lrr	Southern Yamphu
lrr	Yamphu, Southern
lrt	Larantuka Malay
lrt	Malay, Larantuka
lrv	Larevat
lrz	Lemerig
lsa	Lasgerdi
lsd	Lishana Deni
lse	Lusengo
lsg	Lyons Sign Language
lsh	Lish
lsi	Lashi
lsl	Latvian Sign Language
lsm	Olusamia
lsm	Saamia
lso	Laos Sign Language
lsp	Lengua de Señas Panameñas
lsp	Panamanian Sign Language
lsr	Aruop
lss	Lasi
lst	Trinidad and Tobago Sign Language
lsy	Mauritian Sign Language
ltc	Chinese, Late Middle
ltc	Late Middle Chinese
ltg	Latgalian
ltg	Lettgallisch
lti	Leti
lti	Leti (Indonesia)
ltn	Latundê
lto	Olutsotso
lto	Tsotso
lts	Lutachoni
lts	Tachoni
ltu	Latu
ltz	Letzeburgesch
ltz	Luxembourgish
ltz	Luxemburgisch
lua	Luba-Kasai
lua	Luba-Lulua
lua	Tshiluba
lub	Luba-Katanga
luc	Aringa
lud	Ludian
lue	Luvale
luf	Laua
lug	Ganda
lui	Luiseno
lui	Luiseño
luj	Luna
luk	Lunanakha
lul	Olu'bo
lul	Olu’bo
lum	Luimbi
lun	Lunda
luo	Dholuo
luo	Luo (Kenya and Tanzania)
lup	Lumbu
luq	Lucumi
lur	Laura
lus	Lushai
lus	Mizo
lut	Lushootseed
luu	Lumba-Yakkha
luv	Luwati
luw	Luo
luw	Luo (Cameroon)
luy	Luyia
luy	Oluluyia
luz	Luri, Southern
luz	Southern Luri
lva	Maku'a
lva	Makuva
lvk	Lavukaleve
lvs	Latvian, Standard
lvs	Standard Latvian
lvu	Levuka
lwa	Lwalu
lwe	Lewo Eleng
lwg	Oluwanga
lwg	Wanga
lwh	Lachi, White
lwh	White Lachi
lwl	Eastern Lawa
lwl	Lawa, Eastern
lwm	Laomian
lwo	Luwo
lwt	Lewotobi
lwu	Lawu
lww	Lewo
lya	Layakha
lyg	Lyngngam
lyn	Luyana
lzh	Chinese, Literary
lzh	Literary Chinese
lzl	Litzlitz
lzn	Leinong Naga
lzn	Naga, Leinong
lzz	Laz
maa	Mazatec
maa	Mazatec, San Jerónimo Tecóatl
maa	San Jerónimo Tecóatl Mazatec
mab	Mixtec, Yutanduchi
mab	Yutanduchi Mixtec
mad	Madura
mad	Madurese
mae	Bo-Rukul
maf	Mafa
mag	Magahi
mah	Marshallese
mai	Maithili
maj	Jalapa De Díaz Mazatec
maj	Mazatec, Jalapa De Díaz
maj	Mazatec, Jalapa de Díaz
mak	Makasar
mak	Makasarese
mal	Malayalam
mam	Mam
man	Manding
man	Mandingo
maq	Chiquihuitlán Mazatec
maq	Mazatec, Chiquihuitlán
mar	Marathi
mas	Maasai
mas	Masai
mat	Matlatzinca, San Francisco
mat	San Francisco Matlatzinca
mau	Huautla Mazatec
mau	Mazatec, Huautla
mav	Sateré-Mawé
maw	Mampruli
max	Malay, North Moluccan
max	North Moluccan Malay
maz	Central Mazahua
maz	Mazahua, Central
mba	Higaonon
mbb	Manobo, Western Bukidnon
mbb	Western Bukidnon Manobo
mbc	Macushi
mbd	Dibabawon Manobo
mbd	Manobo, Dibabawon
mbe	Molale
mbf	Baba Malay
mbf	Malay, Baba
mbh	Mangseng
mbi	Ilianen Manobo
mbi	Manobo, Ilianen
mbj	Nadëb
mbk	Malol
mbl	Maxakalí
mbm	Ombamba
mbn	Macaguán
mbo	Mbo (Cameroon)
mbp	Malayo
mbq	Maisin
mbr	Nukak Makú
mbs	Manobo, Sarangani
mbs	Sarangani Manobo
mbt	Manobo, Matigsalug
mbt	Matigsalug
mbt	Matigsalug Manobo
mbu	Mbula-Bwazza
mbv	Mbulungish
mbw	Maring
mbx	Mari
mbx	Mari (East Sepik Province)
mby	Memoni
mbz	Amoltepec Mixtec
mbz	Mixtec, Amoltepec
mca	Maca
mca	Maka
mcb	Machiguenga
mcc	Bitur
mcd	Sharanahua
mce	Itundujia Mixtec
mce	Mixtec, Itundujia
mcf	Matsés
mcg	Mapoyo
mch	Maquiritari
mci	Mese
mci	Mesem
mcj	Mvanip
mck	Mbunda
mcl	Macaguaje
mcm	Creole Portuguese, Malaccan
mcm	Malaccan Creole Portuguese
mcn	Masana
mco	Coatlán Mixe
mco	Mixe, Coatlán
mcp	Makaa
mcq	Ese
mcr	Menya
mcs	Mambai
mct	Mengisa
mcu	Cameroon Mambila
mcu	Mambila, Cameroon
mcv	Minanibai
mcw	Mawa (Chad)
mcx	Mpiemo
mcy	South Watut
mcy	Watut, South
mcz	Mawan
mda	Mada (Nigeria)
mdb	Morigi
mdc	Male (Papua New Guinea)
mdd	Mbum
mde	Maba (Chad)
mdf	Moksha
mdg	Massalat
mdh	Maguindanaon
mdi	Mamvu
mdj	Mangbetu
mdk	Mangbutu
